museo	nazione	licenza	tipo	anno	nopere
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/licenses/by/4.0/	IMAGE	2015	802
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2015	3035
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2016	263
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	3391
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2015	120
Fondazione Ranieri di Sorbello	italy	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	2
e-biblioteka Uniwersytetu Warszawskiego	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	88973
e-biblioteka Uniwersytetu Warszawskiego	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	40824
e-biblioteka Uniwersytetu Warszawskiego	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	44
e-biblioteka Uniwersytetu Warszawskiego	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	95
New York Botanical Garden	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	7547
Värmland Archives	sweden	http://www.europeana.eu/rights/rr-p/	TEXT	2014	7453
Stedelijke Musea Mechelen	belgium	http://creativecommons.org/licenses/by-nc-nd/	IMAGE	2015	7412
InterArch-Steiermark	austria	http://creativecommons.org/licenses/by-nd/4.0/	IMAGE	2015	7320
Filmarchiv Austria	austria	http://www.europeana.eu/rights/rr-f/	TEXT	2016	6128
Filmarchiv Austria	austria	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	1152
Veria Central Public Library	greece	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1974
Veria Central Public Library	greece	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	5219
Veria Central Public Library	greece	http://creativecommons.org/publicdomain/mark/1.0/	VIDEO	2015	19
University of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	TEXT	2015	3301
University of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2492
University of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	418
University of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	SOUND	2015	881
University of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	TEXT	2014	36
Corgialenios Digital Library	greece	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	7043
Ateneumin taidemuseo	finland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	6892
HMA	finland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	5205
HMA	finland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	1641
FylkesFOTOarkivet i Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	3
FylkesFOTOarkivet i Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	SOUND	2013	1
FylkesFOTOarkivet i Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	26264
FylkesFOTOarkivet i Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	115300
Stadskasteel Zaltbommel	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	6805
Norsk Kartmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5864
Norsk Kartmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	870
Norsk Kartmuseum	norway	http://www.europeana.eu/rights/unknown/	IMAGE	2015	9
Norsk Kartmuseum	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	2
Zavod za varstvo kulturne dediščine Slovenije	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5363
Zavod za varstvo kulturne dediščine Slovenije	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1162
Zavod za varstvo kulturne dediščine Slovenije	slovenia	http://www.europeana.eu/rights/rr-f/	_3D	2015	164
Lokalhistorisk Arkiv Gentofte	denmark	http://creativecommons.org/licenses/by-nc-nd/1.0/	IMAGE	2015	6665
Digibess	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6571
Biblioteca Navarra Digital: BiNaDi	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2014	6456
Aust-Agder museum og arkiv – KUBEN	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5386
Aust-Agder museum og arkiv – KUBEN	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	715
Aust-Agder museum og arkiv – KUBEN	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	244
Aust-Agder museum og arkiv – KUBEN	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1
Basque Digital Library (Liburuklik)	spain	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2016	84
Basque Digital Library (Liburuklik)	spain	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	28
Basque Digital Library (Liburuklik)	spain	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	6189
Tallinna Linnamuuseum	estonia	http://www.europeana.eu/rights/unknown/	IMAGE	2015	6212
Stiftung Preußischer Kulturbesitz - Ethnologisches Museum	europe	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2013	6164
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	19
Riksantikvarieämbetet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	5453
Riksantikvarieämbetet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	13508
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2015	232
Riksantikvarieämbetet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	79506
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2014	28529
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	IMAGE	2016	1
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2016	21
Riksantikvarieämbetet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	IMAGE	2015	1
Museum of History of Photography	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	5324
Museum of History of Photography	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2
Museum of History of Photography	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	185
Museum of History of Photography	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	621
Kunstsammlungen der Veste Coburg / Digitaler Portraitindex	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	6092
Eesti Spordimuuseum	estonia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	6074
RTV SLO	slovenia	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	607
RTV SLO	slovenia	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1976
RTV SLO	slovenia	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	3446
Hungarian Jewish Archives	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3064
Hungarian Jewish Archives	hungary	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2857
Võrumaa Muuseum	estonia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	5835
Ministrstvo za kulturo, Direktorat za kulturno dediščino, INDOK center (fototeka - steklene plošče), Slovenija	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5807
Harjumaa Muuseum	estonia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	5792
Γενική Γραμματεία Πολιτισμού, Υπουργείο Παιδείας και Θρησκευμάτων, Πολιτισμού και Αθλητισμού | General Secretariat for Culture, Hellenic Ministry of Education and Religious Affiars, Culture and Sports	greece	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5755
Γενική Γραμματεία Πολιτισμού, Υπουργείο Παιδείας και Θρησκευμάτων, Πολιτισμού και Αθλητισμού | General Secretariat for Culture, Hellenic Ministry of Education and Religious Affiars, Culture and Sports	greece	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	7
Γενική Γραμματεία Πολιτισμού, Υπουργείο Παιδείας και Θρησκευμάτων, Πολιτισμού και Αθλητισμού | General Secretariat for Culture, Hellenic Ministry of Education and Religious Affiars, Culture and Sports	greece	http://www.europeana.eu/rights/rr-f/	_3D	2015	2
Kuny Domokos Múzeum - Tata	hungary	http://creativecommons.org/licenses/by/4.0/	IMAGE	2016	5213
Kuny Domokos Múzeum - Tata	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	505
askaboutireland.ie	ireland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	67102
askaboutireland.ie	ireland	http://creativecommons.org/licenses/by-nc/	TEXT	2015	24028
askaboutireland.ie	ireland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	28585
Génériques	france	http://www.europeana.eu/rights/rr-r/	TEXT	2015	2193
Génériques	france	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3262
Génériques	france	http://www.europeana.eu/rights/rr-f/	TEXT	2013	193
Génériques	france	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	54
Zoological Research Museum Koenig	germany	http://creativecommons.org/licenses/by-sa/4.0/	SOUND	2014	2785
Zoological Research Museum Koenig	germany	http://creativecommons.org/licenses/by/4.0/	IMAGE	2014	2888
Jönköpings läns museum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	3289
Jönköpings läns museum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	988
Jönköpings läns museum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	1286
Jönköpings läns museum	sweden	http://creativecommons.org/licenses/by-nd/2.5/	IMAGE	2015	5
Jönköpings läns museum	sweden	http://creativecommons.org/licenses/by-nd/2.5/	IMAGE	2014	53
Norsk rettsmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2524
Norsk rettsmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1542
Norsk rettsmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1517
Łódzka Regionalna Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	2986
Łódzka Regionalna Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	2461
Łódzka Regionalna Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	10
Łódzka Regionalna Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	101
Łódzka Regionalna Biblioteka Cyfrowa	poland	http://creativecommons.org/licenses/by-nc-sa/3.0/pl/	TEXT	2014	3
Slovenská národná knižnica - Slovak National Library in Martin	slovakia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	5546
Slovenská národná knižnica - Slovak National Library in Martin	slovakia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	2
Het Stadsmus, Hasselt	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4925
Het Stadsmus, Hasselt	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	535
Gemeentearchief Gemert-Bakel	netherlands	http://creativecommons.org/licenses/by-sa/3.0/nl/	IMAGE	2014	5420
University of Swansea, Egypt Centre	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	5400
Soprintendenza alla Galleria nazionale d'arte moderna e contemporanea	italy	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	797
Soprintendenza alla Galleria nazionale d'arte moderna e contemporanea	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4503
KIK-IRPA, Brussels (Belgium)	belgium	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	56319
KIK-IRPA, Brussels (Belgium)	belgium	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	58828
VU University Amsterdam Library	netherlands	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	220
VU University Amsterdam Library	netherlands	http://www.europeana.eu/rights/rr-f/	TEXT	2015	49
VU University Amsterdam Library	netherlands	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	3559
VU University Amsterdam Library	netherlands	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	7
VU University Amsterdam Library	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	85
VU University Amsterdam Library	netherlands	http://www.europeana.eu/rights/rr-f/	TEXT	2013	82
VU University Amsterdam Library	netherlands	http://www.europeana.eu/rights/unknown/	IMAGE	2014	749
VU University Amsterdam Library	netherlands	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	96
VU University Amsterdam Library	netherlands	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	161
VU University Amsterdam Library	netherlands	http://creativecommons.org/licenses/by-nd/3.0/	TEXT	2014	229
Gerstein - University of Toronto (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	5180
Централна библиотека на БАН	bulgaria	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	1929
Централна библиотека на БАН	bulgaria	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	3193
Kunst i offentlige rom	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	67
Kunst i offentlige rom	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	429
Kunst i offentlige rom	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4585
Kunst i offentlige rom	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
History of Art at University of Glasgow (UG), UK	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4691
History of Art at University of Glasgow (UG), UK	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2014	15
History of Art at University of Glasgow (UG), UK	united kingdom	http://www.europeana.eu/rights/rr-f/	SOUND	2014	213
History of Art at University of Glasgow (UG), UK	united kingdom	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	143
History of Art at University of Glasgow (UG), UK	united kingdom	http://www.europeana.eu/rights/rr-f/	_3D	2014	10
Petőfi Literary Museum	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5041
Petőfi Literary Museum	hungary	http://www.europeana.eu/rights/rr-f/	TEXT	2014	24
Gleimhaus Halberstadt / Digitaler Portraitindex	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5043
National Library of Sweden	sweden	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	4676
National Library of Sweden	sweden	http://www.europeana.eu/rights/rr-f/	TEXT	2014	14
National Library of Sweden	sweden	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	273
National Library of Sweden	sweden	http://www.europeana.eu/rights/rr-f/	SOUND	2014	32
Museum für Vor- und Frühgeschichte, Staatliche Museen zu Berlin	germany	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	4966
II. Rákóczi Ferenc Megyei és Városi Könyvtár - Miskolc	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	591
II. Rákóczi Ferenc Megyei és Városi Könyvtár - Miskolc	hungary	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	3956
II. Rákóczi Ferenc Megyei és Városi Könyvtár - Miskolc	hungary	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2016	366
Tekniska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	93556
Tekniska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	3094
Tekniska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	13970
Tekniska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	3864
Tekniska museet	sweden	http://www.europeana.eu/rights/unknown/	IMAGE	2014	83
Tekniska museet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	IMAGE	2014	4
Tekniska museet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2014	39
Tekniska museet	sweden	http://www.europeana.eu/rights/unknown/	IMAGE	2015	12
Tekniska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	311
Tekniska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	11
Tekniska museet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2015	1
Tekniska museet	sweden	http://creativecommons.org/licenses/by-nc/2.5/	IMAGE	2015	1
Museumssenteret i Hordaland	norway	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	1
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	15
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2014	1
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	16
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1403
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by/3.0/	VIDEO	2013	1
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	48
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1088
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	164
Museumssenteret i Hordaland	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	41
Museumssenteret i Hordaland	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	26
Museumssenteret i Hordaland	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	36
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	182
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	342
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1488
Museumssenteret i Hordaland	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	11
Universitetsmuseet i Bergen	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2016	2341
Universitetsmuseet i Bergen	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	2343
Universitetsmuseet i Bergen	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	141
Museu do Fado	portugal	http://www.europeana.eu/rights/rr-f/	SOUND	2016	4770
Royal Albert Memorial Museum & Art Gallery	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	4736
Nationaal Jenevermuseum, Hasselt	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1584
Nationaal Jenevermuseum, Hasselt	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3082
National Library of Romania	romania	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	2325
National Library of Romania	romania	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	1465
